kuchnia,rynek,balkon,liczba_pieter_budynku,rok_budowy,miasto,liczba_pokoi,wykonczenie,ulica,pietro,rodzaj_zabudowy,powierzchnia,dzielnica,forma-wlasnosci,adres,serwis,material_budynku,oferta,ogrzewanie,winda,czynsz,typ_ogrzewania,dodatkowe_informacje,ulica_i_nr
brak,wtórny,-1,17,2019,Gdańsk,3,dozamieszkania,-1,1,apartamentowiec,59.42,-1,-1,"Gdańsk, Przymorze",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,3,2012,-1,2,-1,-1,1,-1,48.2,-1,-1,"Gdańsk, Morena, Myśliwska",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Woda, Kanalizacja, Miejsce parkingowe, Internet",-1
brak,wtórny,-1,5,2004,Gdańsk,2,dozamieszkania,-1,1,-1,45.5,-1,-1,"Gdańsk, Ujeścisko-Łostowice, Ujeścisko, Ostrołęcka",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
-1,-1,-1,4,1980,Gdańsk,3,-1,-1,3,blok,60.0,morena,-1,"Gdańsk,Morena,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1963,-1,2,-1,-1,2,-1,41.9,-1,-1,"Gdańsk, Stogi, Zimna",trojmiasto,-1,-1,-1,-1,-1,Miejskie,"Balkon, Piwnica, Miejsce parkingowe, Kuchnia",-1
-1,wtórny,-1,2,1930,Gdańsk,2,-1,deotymy,parter / 2 ,kamienica,33.22,wrzeszcz,-1,"gdańsk, wrzeszcz, deotymy",morizon,-1,-1,-1,-1,-1,-1,-1,-1
brak,pierwotny,-1,4,2022,Gdańsk,2,dowykończenia,-1,3,-1,42.46,-1,-1,"Gdańsk, Siedlce",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
oddzielna,wtórny,-1,3,1950,Gdańsk,2,do remontu,św. ducha,2 / 3 ,kamienica,48.0,śródmieście,własność,"gdańsk, śródmieście, św. ducha",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,2015,-1,4,-1,-1,4,-1,84.0,-1,-1,"Gdynia, Obłuże, Boisko",trojmiasto,-1,-1,-1,-1,-1,-1,Internet,-1
-1,-1,-1,5,2013,-1,2,-1,-1,Parter,-1,32.18,-1,-1,"Gdańsk, Szadółki, Jabłoniowa",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Winda, Aneks kuchenny",-1
-1,-1,-1,11,2013,-1,4,-1,-1,11,-1,112.4,-1,-1,"Gdańsk, Zaspa, Jana, Pawła, Ii",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Woda, Miejsce parkingowe, Internet",-1
z oknem,wtórny,tak ,10,1994,Gdańsk,3,wysoki standard,al. jana pawła ii,parter / 10 ,wieżowiec,56.0,zaspa,spółdzielcze własnościowe z kw,"gdańsk, zaspa, al. jana pawła ii",morizon,pustak,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2012,-1,2,-1,-1,1,-1,48.2,-1,-1,"Gdańsk, Morena, Myśliwska, 24",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Winda, Miejsce parkingowe, Internet, Aneks kuchenny, Kablówka, Ochrona, Rowerownia, Osiedle zamknięte","80-175 gdańsk, aleksandry gabrysiak 42/12"
-1,-1,-1,3,2012,-1,3,-1,-1,-1,-1,67.54,-1,-1,"Gdynia, Dąbrowa, Gorczycowa",trojmiasto,-1,-1,-1,-1,-1,-1,Miejsce parkingowe,-1
oddzielna,wtórny,tak ,11,1970,Gdynia,3,-1,zbożowa,10 / 11 ,-1,59.5,cisowa,własność,"gdynia, cisowa, zbożowa",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,2012,-1,2,-1,-1,2,-1,39.14,-1,-1,"Gdańsk, Długie, Ogrody, Szafarnia",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Miejsce parkingowe",-1
-1,pierwotny,tak ,-1,2021,Gdańsk,1,-1,ul. kartuska,3 ,-1,27.2,jasień,-1,"gdańsk, jasień, ul. kartuska",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,2014,-1,1,-1,-1,3,-1,23.0,-1,-1,"Gdańsk, Śródmieście, Tartaczna",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Winda, Miejsce parkingowe, Internet",-1
-1,-1,-1,2,1930,-1,2,-1,-1,1,-1,60.0,-1,-1,"Gdańsk, Dolne, Miasto, Stefanii, Sempołowskiej",trojmiasto,-1,-1,-1,-1,-1,-1,"Piwnica, Kuchnia",-1
-1,-1,-1,3,2003,-1,2,-1,-1,3,-1,56.0,-1,-1,"Gdańsk, Przymorze, Jelitkowski, Dwór",trojmiasto,-1,-1,-1,-1,-1,Miejskie,-1,-1
-1,wtórny,-1,4,1970,Gdańsk,2,dozamieszkania,-1,1,blok,43.0,-1,-1,"Gdańsk, Przymorze",otodom,wielka płyta,Oferta biura nieruchomości,miejskie,0,350.0,-1,-1,-1
-1,-1,-1,4,1980,-1,2,-1,-1,1,-1,45.0,-1,-1,"Gdańsk, Przymorze, Śląska",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Garaż, Piwnica, Internet, Kuchnia",-1
-1,-1,-1,3,2018,-1,2,-1,-1,3,-1,60.0,-1,-1,"Gdańsk, Łostowice, Niepołomicka",trojmiasto,-1,-1,-1,-1,-1,-1,"Garaż, Winda, Aneks kuchenny",-1
otwarta ,wtórny,tak ,4,2017,Gdańsk,2,wysoki standard,starogardzka,1 / 4 ,niski blok,38.93,maćkowy,własność,"gdańsk, maćkowy, starogardzka",morizon,ytong,-1,-1,-1,-1,-1,-1,-1
w aneksie,-1,-1,3,2019,Gdynia,2,-1,-1,1,apartamentowiec,44.8,orłowo,-1,"Gdynia,Orłowo,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,4,2000,Gdańsk,1,-1,-1,0,-1,34.1,-1,-1,"Gdańsk, Siedlce, Zielony Stok",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
brak,wtórny,-1,4,1970,Gdańsk,2,dozamieszkania,-1,4,blok,27.4,-1,-1,"Gdańsk, Brzeźno, gen. Józefa Hallera",otodom,-1,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,wtórny,-1,3,1975,Gdynia,4,-1,10 lutego,2 / 3 ,kamienica,103.0,śródmieście,-1,"gdynia, śródmieście, 10 lutego",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1990,-1,2,-1,-1,1,-1,63.4,-1,-1,"Gdańsk, Chełm, Romualda, Cebertowicza",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Piwnica, Kuchnia",-1
-1,-1,-1,6,2019,-1,3,-1,-1,1,-1,65.06,-1,-1,"Gdańsk, Wrzeszcz, Grudziądzka",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Piwnica",-1
-1,-1,-1,4,2019,-1,3,-1,-1,1,-1,65.06,-1,-1,"Gdańsk, Wrzeszcz, Gen, Józefa, Hallera",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Miejsce parkingowe",-1
-1,pierwotny,-1,-1,2022,Gdynia,3,-1,ul. fizylierów 1,3 ,-1,59.78,mały kack,-1,"gdynia, mały kack, ul. fizylierów 1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
brak,pierwotny,-1,3,2021,Gdynia,1,dowykończenia,-1,0,blok,26.33,-1,-1,"Gdynia, pomorskie",otodom,cegła,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,10,1979,-1,2,-1,-1,5,-1,53.0,-1,-1,"Gdynia, Działki, Leśne, Falista",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,-1,-1
-1,wtórny,tak ,6,2017,Gdańsk,2,-1,-1,5 / 6 ,-1,43.4,śródmieście,-1,"gdańsk, śródmieście, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,5,2019,Gdańsk,3,dowykończenia,-1,1,apartamentowiec,57.96,-1,-1,"Gdańsk, Brzeźno, Grudziądzka",otodom,-1,Oferta biura nieruchomości,-1,1,-1,-1,-1,-1
-1,-1,-1,5,2018,-1,2,-1,-1,Parter,-1,36.53,-1,-1,"Gdańsk, Szadółki, Lawendowe, Wzgórze",trojmiasto,-1,-1,-1,-1,-1,-1,"Winda, Ogródek, Woda, Kanalizacja, Miejsce parkingowe",-1
-1,-1,-1,10,1980,-1,6,-1,-1,1,-1,73.4,-1,-1,"Gdańsk, Morena, Orańska",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Piwnica",-1
-1,-1,-1,2,1953,-1,2,-1,-1,1,-1,49.5,-1,-1,"Gdańsk, Śródmieście",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Gaz, Woda, Kanalizacja, Internet",-1
brak,wtórny,-1,5,2003,Gdańsk,2,dozamieszkania,-1,4,blok,34.8,-1,-1,"Gdańsk, Zaspa",otodom,-1,Oferta prywatna,miejskie,1,-1,-1,-1,-1
-1,-1,-1,3,2020,-1,4,-1,-1,1,-1,109.0,-1,-1,"Gdańsk, Ujeścisko, Przemyska",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Garaż, Piwnica, Aneks kuchenny",-1
-1,-1,-1,4,1979,-1,4,-1,-1,1,-1,77.83,-1,-1,"Gdańsk, Morena, Warneńska",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Balkon, Piwnica, Miejsce parkingowe, Internet, Kuchnia",-1
-1,-1,-1,2,1950,-1,4,-1,-1,1,-1,63.0,-1,-1,"Gdańsk, Chełm, Worcella",trojmiasto,-1,-1,-1,-1,-1,Gazowe,"Garaż, Ogródek, Piwnica, Internet, Aneks kuchenny","80-766 gdańsk, henryka hubertusa jabłońskiego 26/9"
oddzielna,wtórny,tak ,16,2012,Gdańsk,4,wysoki standard,"marina primore,",1 / 16 ,apartamentowiec,91.0,przymorze,własność,"gdańsk, przymorze, marina primore, ",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,3,2002,Gdynia,2,dozamieszkania,-1,3,blok,52.59,-1,-1,"Gdynia, Witomino, Witomino-Radiostacja",otodom,-1,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
brak,wtórny,-1,4,2019,Gdańsk,1,-1,-1,2,blok,24.0,-1,-1,"Gdańsk, Jasień",otodom,cegła,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
półotwarta ,pierwotny,tak ,2,2019,Gdańsk,5,-1,dolne migowo,1 / 2 ,-1,95.71,morena,własność,"gdańsk, morena, dolne migowo",morizon,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,4,2013,Gdańsk,3,-1,-1,0,blok,60.58,-1,-1,"Gdańsk, Ujeścisko-Łostowice, Zakoniczyn",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
brak,pierwotny,-1,7,2021,Gdańsk,3,dowykończenia,-1,6,apartamentowiec,50.77,-1,-1,"Gdańsk, Oliwa, ul. Opacka",otodom,inne,Oferta dewelopera,miejskie,1,-1,-1,-1,-1
-1,wtórny,tak ,4,1988,Gdańsk,4,-1,prof. romualda cebertowicza,4 / 4 ,-1,73.9,chełm,-1,"gdańsk, chełm, prof. romualda cebertowicza",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,pierwotny,-1,5,2020,Gdańsk,3,-1,maurycego beniowskiego,parter / 5 ,-1,64.36,przymorze,-1,"gdańsk, przymorze, maurycego beniowskiego",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,1998,-1,4,-1,-1,2,-1,86.16,-1,-1,"Gdynia, Wzgórze, Św, Maksymiliana, Legionów",trojmiasto,-1,-1,-1,-1,-1,Elektryczne,"Balkon, Piwnica, Miejsce parkingowe, Internet, Kuchnia",-1
aneks,wtórny,-1,10,1975,Gdańsk,3,dobry,al. grunwaldzka,10 / 10 ,wieżowiec,47.0,oliwa,własność,"gdańsk, oliwa, al. grunwaldzka",morizon,wielka płyta,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1981,Gdynia,1,do odświeżenia,-1,0,blok,28.0,karwiny,-1,"Gdynia,Karwiny,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
brak,pierwotny,-1,4,2021,Gdańsk,2,-1,-1,2,blok,39.09,-1,-1,"Gdańsk, Wrzeszcz",otodom,-1,Oferta biura nieruchomości,-1,1,-1,-1,-1,-1
-1,-1,-1,12,2019,Gdańsk,2,-1,-1,8,apartamentowiec,45.51,brzeźno,-1,"Gdańsk,Brzeźno,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,pierwotny,tak ,5,2020,Gdańsk,2,-1,toruńska,1 / 5 ,-1,37.8,śródmieście,-1,"gdańsk, śródmieście, toruńska",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1,2019,-1,3,-1,-1,1,-1,66.42,-1,-1,"Gdynia, Pogórze",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Garaż, Taras, Siła, Kuchnia",-1
-1,pierwotny,tak ,3,2020,Gdynia,4,-1,nasypowa,parter / 3 ,blok mieszkalny,58.93,oksywie,-1,"gdynia, oksywie, nasypowa",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,2020,-1,2,-1,-1,Parter,-1,36.14,-1,-1,"Gdańsk, Łostowice, Pastelowa",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Winda, Ogródek, Woda, Kanalizacja, Internet",-1
aneks,wtórny,tak ,6,2004,Gdynia,3,po odświeżeniu,niska,3 / 6 ,apartamentowiec,71.9,witomino,własność,"gdynia, witomino, niska",morizon,zróżnicowany,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,2020,-1,3,-1,-1,1,-1,64.19,-1,-1,"Gdańsk, Szadółki, Turzycowa",trojmiasto,-1,-1,-1,-1,-1,-1,Balkon,-1
-1,-1,-1,4,2011,-1,3,-1,-1,2,-1,83.1,-1,-1,"Gdańsk, Przymorze, Czarny, Dwór",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Miejsce parkingowe",-1
-1,-1,-1,2,1930,-1,2,-1,-1,Parter,-1,36.0,-1,-1,"Gdańsk, Siedlce, Józefa, Bema",trojmiasto,-1,-1,-1,-1,-1,-1,Aneks kuchenny,-1
-1,-1,-1,3,1902,-1,3,-1,-1,1,-1,64.64,-1,-1,"Gdańsk, Śródmieście",trojmiasto,-1,-1,-1,-1,-1,-1,Piwnica,-1
-1,-1,-1,10,1978,-1,3,-1,-1,8,-1,53.1,-1,-1,"Gdynia, Cisowa, Janowska",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Piwnica",-1
-1,-1,-1,17,2018,-1,2,-1,-1,9,-1,44.44,-1,-1,"Gdańsk, Śródmieście, Wałowa",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1975,-1,-1,-1,-1,3,-1,24.6,-1,-1,"Gdynia, Śródmieście",trojmiasto,-1,-1,-1,-1,-1,Miejskie,-1,-1
-1,-1,-1,3,2001,-1,2,-1,-1,3,-1,48.2,-1,-1,"Gdańsk, Orunia, Górna, Kurierów, Armii, Krajowej",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Woda, Piwnica, Internet",-1
-1,-1,-1,3,2012,-1,2,-1,-1,1,-1,48.2,-1,-1,"Gdańsk, Morena, Myśliwska",trojmiasto,-1,-1,-1,-1,-1,Miejskie,-1,-1
-1,-1,-1,10,1988,-1,3,-1,-1,5,-1,55.0,-1,-1,"Gdynia, Chylonia",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Balkon, Winda, Piwnica, Internet, Kuchnia, Kablówka, Światłowód",-1
-1,-1,-1,4,2015,-1,3,-1,-1,3,-1,75.63,-1,-1,"Gdańsk, Osowa, Diany, 34",trojmiasto,-1,-1,-1,-1,-1,C. o.,-1,-1
-1,-1,-1,2,1950,-1,3,-1,-1,2,-1,76.4,-1,-1,"Gdańsk, Oliwa, Jana, Husa",trojmiasto,-1,-1,-1,-1,-1,Gazowe,"Balkon, Kuchnia",-1
brak,pierwotny,-1,3,2020,Gdańsk,3,-1,-1,1,apartamentowiec,54.15,-1,-1,"Gdańsk, Przymorze",otodom,-1,Oferta biura nieruchomości,-1,1,-1,-1,-1,-1
-1,-1,-1,3,2011,-1,2,-1,-1,2,-1,50.0,-1,-1,"Gdynia, Wiczlino, Gen, Mariusza, Zaruskiego",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Woda, Kanalizacja, Miejsce parkingowe, Internet",-1
-1,-1,-1,3,1908,-1,4,-1,-1,1,-1,102.8,-1,-1,"Sopot, Dolny, Sopot, Józefa, Czyżewskiego",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Piwnica, Miejsce parkingowe",-1
-1,-1,-1,2,1990,Sopot,2,-1,-1,0,blok,49.1,kamiennypotok,-1,"Sopot,KamiennyPotok,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2000,-1,3,-1,-1,3,-1,61.0,-1,-1,"Gdańsk, Osowa, Antygony",trojmiasto,-1,-1,-1,-1,-1,Co własne,"Balkon, Piwnica",-1
brak,wtórny,-1,-1,2017,Gdynia,1,-1,-1,0,apartamentowiec,38.0,-1,-1,"Gdynia, Orłowo",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
-1,-1,-1,1,2018,-1,2,-1,-1,4,-1,65.06,-1,-1,"Gdańsk, Wrzeszcz, Grudziądzka",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Miejsce parkingowe",-1
z oknem,wtórny,tak ,10,1980,Gdańsk,3,bardzo wysoki standard,pilotów,8 / 10 ,wieżowiec,57.0,zaspa,-1,"gdańsk, zaspa, pilotów",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,1988,-1,3,-1,-1,6,-1,62.1,-1,-1,"Gdańsk, Niedźwiednik, Góralska",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Gaz, Woda, Piwnica",-1
-1,-1,-1,3,1929,Gdańsk,3,-1,-1,2,kamienica,57.39,wrzeszcz,-1,"Gdańsk,Wrzeszcz,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2003,Gdynia,2,-1,-1,2,dom wielorodzinny/szeregowiec,43.81,małykack,-1,"Gdynia,MałyKack,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,2005,-1,4,-1,-1,1,-1,109.0,-1,-1,"Gdynia, Chwarzno, Chwarznieńska",trojmiasto,-1,-1,-1,-1,-1,Gazowe,Miejsce parkingowe,"80-257 gdańsk, juliusza słowackiego 37d"
brak,pierwotny,-1,3,2019,Gdańsk,4,dowykończenia,-1,3,blok,106.72,-1,-1,"Gdańsk, Piecki-Migowo, Morena, Ignacego Matuszewskiego",otodom,inne,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,5,2019,-1,3,-1,-1,5,-1,71.97,-1,-1,"Gdańsk, Długie, Ogrody, Długie, Ogrody",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Winda, Woda, Kanalizacja, Miejsce parkingowe, Internet",-1
-1,-1,-1,2,1930,-1,2,-1,-1,2,-1,33.18,-1,-1,"Gdańsk, Siedlce, Pobiedzisko",trojmiasto,-1,-1,-1,-1,-1,Gazowe,Piwnica,-1
-1,-1,-1,4,1967,-1,2,-1,-1,4,-1,50.2,-1,-1,"Gdańsk, Brzeźno, Walecznych",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Piwnica, Internet, Kuchnia",-1
brak,wtórny,-1,3,2010,Gdańsk,3,-1,-1,2,blok,57.8,-1,-1,"Gdańsk, Matarnia, Podchorążych",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
z oknem,wtórny,-1,2,1910,Sopot,3,bardzo dobry,-1,parter / 2 ,kamienica,70.5,sobieskiego jana,własność,"sopot, sobieskiego jana, -1",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
oddzielna,wtórny,-1,2,1950,Gdańsk,4,bardzo wysoki standard,tadeusza kościuszki,parter / 2 ,kamienica,71.0,wrzeszcz,własność,"gdańsk, wrzeszcz, tadeusza kościuszki",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1965,-1,2,-1,-1,4,-1,38.0,-1,-1,"Gdańsk, Stogi, Skiby",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Piwnica, Kuchnia",-1
-1,wtórny,-1,4,1953,Gdańsk,1,-1,szeroka,3 / 4 ,kamienica,28.0,śródmieście,-1,"gdańsk, śródmieście, szeroka",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,2011,-1,4,-1,-1,Parter,-1,71.5,-1,-1,"Sopot, Wyścigi, Karlikowo, Władysława, Łokietka",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Garaż, Winda, Siła, Aneks kuchenny",-1
-1,-1,-1,10,1970,Gdańsk,3,-1,-1,5,-1,41.13,śródmieście,-1,"Gdańsk,Śródmieście,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,tak ,5,1996,Gdańsk,4,-1,lecha bądkowskiego,5 / 5 ,blok mieszkalny,114.0,siedlce,-1,"gdańsk, siedlce, lecha bądkowskiego",morizon,cement,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2016,-1,3,-1,-1,Parter,-1,62.97,-1,-1,"Gdańsk, Zaspa, Bolesława, Chrobrego",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Garaż, Winda, Taras, Kuchnia",-1
-1,-1,-1,6,2018,-1,3,-1,-1,6,-1,58.0,-1,-1,"Gdańsk, Letnica, Starowiejska",trojmiasto,-1,-1,-1,-1,-1,-1,"Garaż, Winda, Aneks kuchenny",-1
-1,-1,-1,1,1937,-1,3,-1,-1,1,-1,115.09,-1,-1,"Gdynia, Orłowo, Inżynierska",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,2019,-1,2,-1,-1,1,-1,53.5,-1,-1,"Gdańsk, Długie, Ogrody, Św, Barbary",trojmiasto,-1,-1,-1,-1,-1,-1,Winda,-1
-1,wtórny,-1,3,2020,Gdynia,1,dowykończenia,-1,0,blok,25.9,-1,-1,"Gdynia, Obłuże",otodom,pustak,Oferta biura nieruchomości,miejskie,1,160.0,-1,-1,-1
w aneksie,-1,-1,2,2014,Gdańsk,2,-1,-1,0,blok,48.22,osowa,-1,"Gdańsk,Osowa,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,10,1981,-1,4,-1,-1,2,-1,62.1,-1,-1,"Gdańsk, Niedźwiednik, Leśna, Góra",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Winda, Piwnica",-1
brak,pierwotny,-1,4,2020,Gdynia,4,dowykończenia,-1,1,kamienica,90.0,-1,-1,"Gdynia, Dąbrowa",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,3,1901,-1,3,-1,-1,2,-1,78.96,-1,-1,"Gdańsk, Wrzeszcz, Jana, Matejki",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,Piwnica,-1
brak,wtórny,-1,6,2019,Gdańsk,1,dowykończenia,-1,1,apartamentowiec,42.7,-1,-1,"Gdańsk, Śródmieście, Stare Miasto, Pszenna",otodom,inne,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,17,1980,-1,3,-1,-1,1,-1,62.6,-1,-1,"Gdańsk, Przymorze, Chłopska",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,-1,-1
-1,-1,-1,4,1968,-1,3,-1,-1,4,-1,54.0,-1,-1,"Gdańsk, Przymorze, Piastowska",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Gaz, Woda, Kanalizacja, Piwnica, Internet",-1
-1,-1,-1,10,1978,-1,3,-1,-1,2,-1,55.25,-1,-1,"Gdynia, Wzgórze, Maksymiliana, Stanisława, Wyspiańskiego",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Piwnica, Miejsce parkingowe",-1
brak,pierwotny,-1,3,2019,Gdańsk,2,dowykończenia,-1,0,apartamentowiec,48.2,-1,-1,"Gdańsk, Brzeźno, Nadmorski Dwór",otodom,-1,Oferta biura nieruchomości,-1,1,-1,-1,-1,-1
-1,-1,-1,4,1985,Gdańsk,2,-1,-1,3,blok,36.81,przeróbka,-1,"Gdańsk,Przeróbka,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,16,2008,Gdańsk,3,-1,-1,1,apartamentowiec,59.8,-1,-1,"Gdańsk, Przymorze, Dąbrowszczaków",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,1,1954,-1,3,-1,-1,1,-1,47.8,-1,-1,"Gdynia, Oksywie, Inż, Śmidowicza",trojmiasto,-1,-1,-1,-1,-1,Miejskie,"Piwnica, Internet",-1
-1,-1,-1,4,1970,Gdańsk,3,-1,-1,0,blok,56.0,przymorze,-1,"Gdańsk,Przymorze,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2011,-1,3,-1,-1,Parter,-1,70.0,-1,-1,"Gdańsk, Św, Wojciech, Kazimierza, Wielkiego",trojmiasto,-1,-1,-1,-1,-1,-1,"Ogródek, Miejsce parkingowe",-1
brak,pierwotny,-1,2,2020,Gdynia,2,dowykończenia,-1,0,apartamentowiec,37.0,-1,-1,"Gdynia, Mały Kack",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
-1,-1,-1,4,1960,-1,2,-1,-1,1,-1,39.0,-1,-1,"Gdańsk, Wrzeszcz, Grunwaldzka",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Gaz, Woda, Kanalizacja, Piwnica, Internet",-1
oddzielna,wtórny,tak ,4,1995,Gdynia,2,dobry,-1,parter / 4 ,niski blok,57.52,wielki kack,własność,"gdynia, wielki kack, -1",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1978,-1,3,-1,-1,4,-1,72.69,-1,-1,"Gdańsk, Niedźwiednik, Mazowiecka",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Woda, Kanalizacja, Piwnica, Internet",-1
-1,-1,-1,2,2003,-1,2,-1,-1,Parter,-1,51.2,-1,-1,"Gdańsk, Osowa, Zeusa",trojmiasto,-1,-1,-1,-1,-1,Gazowe,"Piwnica, Miejsce parkingowe, Internet, Kuchnia","80-264 gdańsk, antoniego lendziona 4b/4 (i-piętro)"
-1,-1,-1,4,1965,-1,1,-1,-1,3,-1,24.6,-1,-1,"Gdynia, Śródmieście, Obrońców, Wybrzeża",trojmiasto,-1,-1,-1,-1,-1,-1,Aneks kuchenny,-1
-1,wtórny,tak ,2,1935,Gdynia,4,-1,henryka sienkiewicza,parter / 2 ,historyczny/zabytkowy,109.5,kamienna góra,-1,"gdynia, kamienna góra, henryka sienkiewicza",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
